username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Tony Davila,864257083193016321,"Seattle, WA",2023-01-21 22:31:52,Roughing the passer in the NFL has replaced targeting in college football for me as the most inconsistently and ann… https://t.co/MAZv3wfagZ,0,Twitter for iPhone,
⚡️Tony⚡️,1326689295806050304,"Seattle, WA",2023-01-21 22:25:51,Football anything can happen. This is why it’s crazy how the Chargers FO is willing to give Staley another year. Yo… https://t.co/IE4QwvTsXe,2,Twitter for iPhone,
Louis Lawlor,405013265,Kent,2023-01-21 22:24:29,@RussellLatter96 For me as much as it’s important to get points on the board and we have picked up 2 big points thi… https://t.co/i7MC65MPs9,0,Twitter for iPhone,
"Corey Eichner, LP.D",954731276770029568,"Seattle, WA",2023-01-21 22:21:50,That was just awesome! Our 1st place @lincoln_seattle girls flag football team! Let’s keep it going!! #GoLynx https://t.co/8gCWOoe6nU,1,Twitter for iPhone,
Marcus Griffin,476924999,"Bellevue, WA",2023-01-21 22:21:04,@OBM_CoachT1A408 @life_of_stein @UW_Football @giant_skillz @RMLineman @GridironFinds Heavy hitters in the building 🫡,0,Twitter for iPhone,
Candymancrypto,1345227696704348160,"Seattle, WA",2023-01-21 22:11:29,@MeekMill Why you on twitter asking for stuff you should have already?? Go play dude we watching football🤣🤣🤣🤣,0,Twitter for iPhone,
Ryan Boser,85967617,Seattle,2023-01-21 22:10:51,Tell me you’ve never played football without telling me you’ve never played football. https://t.co/VegCOz85hP,0,Twitter for iPhone,
GuyInSeattle,1041128351992229888,"Seattle, WA",2023-01-21 22:08:40,"@BeamNate @wytmerj @QuincyAvery ""The toughest call in football.....""",0,Twitter Web App,
Theherbfarmer (71↑%) 🔜 Daily Bread,835991155795984385,"Chicago, IL",2023-01-21 22:03:22,"Nothing like mountains, beers, and football https://t.co/IHjTxiTnZN",0,Twitter for iPhone,
Tony Castricone,27857455,"Seattle, WA",2023-01-21 21:58:42,"Called @UW_Football in 1968 with Jimmy Dudley and in 1969 with Bob Robertson on 570 KVI.

RIP to a PNW broadcasting… https://t.co/gSbBHPr4Or",3,Twitter for iPhone,
Dawg Sled,75328893,"Husky Stadium, Seattle, WA",2023-01-21 21:44:22,@noahmikhail3 @UW_Football @KalenDeBoer @WilliamInge1 @PlayerProMorgan @BrandonHuffman @GregBiggins @adamgorney… https://t.co/1cLV8cjwu8,0,Twitter for iPhone,
CHUKWUNONSO 💛🍀,1600449446059335680,Deep sea,2023-01-21 21:44:15,Football betting should avoid me,0,Twitter for iPhone,
Kevin Hancock,104732820,"Seattle, WA",2023-01-21 21:40:18,Playoff football? https://t.co/xqyCGSNxeL,0,Twitter for iPhone,
Dawg Sled,75328893,"Husky Stadium, Seattle, WA",2023-01-21 21:37:49,@noahmikhail3 @UW_Football @WilliamInge1 @PlayerProMorgan @prowaytraining @BOHIFootball @BrandonHuffman @adamgorney… https://t.co/zTvlODTk35,0,Twitter for iPhone,
Jeff Vincent,1013883344,"Seattle, WA",2023-01-21 21:37:36,"@xraygirl_ 1A, 2A...

Basically: faith, family, free speech, firearms, and football. It's the American way. 🇺🇸

Come get some! 🙂",0,Twitter Web App,
Lee Jones,38782980,Seattle ,2023-01-21 21:36:02,FOOTBALL!!!,0,Twitter for iPhone,
Brandon Smith 4.5 ⭐️ P/K,1181966063161921536,"Seattle, WA",2023-01-21 21:34:56,@Coach_Caruso @UST_Football @UofStThomasMN @Coach_WatkinsST @CoachGrayvold @thecfbnetwork @AP @nflnetwork @espn… https://t.co/JtYdmoWqyw,0,Twitter for iPhone,
Doug Sullivan,1504303743554109441,"Bremerton, WA",2023-01-21 21:30:50,"We’re only in pregame and Collinsworth has delivered his first doozy, “Football is a sport, it’s not a game.” #JAXvsKC",0,Twitter for iPhone,
BeastonCards,1159114026774716416,"Seattle, WA",2023-01-21 21:28:00,"Collinsworth “football is a sport, not a game, and mahomes makes it look like a game” https://t.co/bhtFeY0m1E",0,Twitter for iPhone,
Ashley Ryan 🎧🎙🥂,21944868,"Seattle, WA",2023-01-21 21:24:41,"Snow falling, champagne poured and football is about to start. Perfect Saturday for staying in! ❄️ 🍾🥂
#NFL #DivisionalRound #KCvsJAX",0,Twitter for iPhone,
Autumnal username,114554099,"Seattle, WA",2023-01-21 21:21:07,When are we going to get full 360 fashion catwalk coverage of the players walking into the stadium at football game… https://t.co/ws8znpxiUx,0,Twitter for iPhone,
@BourbonAndBeer,14964639,Top Left of The Lower 48,2023-01-21 21:20:01,"@Saints2death I don’t get some people who are having serious, deep discussions about the Saints in late January off… https://t.co/BxtQKw6pZO",0,Twitter for iPad,
Rebarislife,756272119055392769,"Shoreline, WA",2023-01-21 21:01:27,"@neiltyson “ If its and buts were candy and nuts we’d all have a merry Christmas. Say good night Howard.”
Don Merid… https://t.co/5y8fmRSSPt",0,Twitter for iPad,
Orca Bay Foods,72866960,"Seattle, WA",2023-01-21 21:01:09,"The only better combo than pickle chips and a cold beer, is pickle chips and a cold beer while watching playoff foo… https://t.co/x6KZktJhlg",0,LaterMedia,
Kevin Karpinski,2772274622,"Seattle, WA",2023-01-21 20:49:43,@Football_Guys @_NickWhalen I don't think he needs to do anything. jimmy g is moving on to the jets next year and t… https://t.co/S8Dz9ylEoj,0,Twitter for Android,
Jim Thrasher,125061251,"Gig Harbor, WA",2023-01-21 20:43:39,"Can't be the only one refreshing message boards every few minutes checking for Texas Junior Day updates.

Some seri… https://t.co/FvRdSqrqcu",0,Twitter for Android,
Geoff Litwin,18445181,"Seattle, WA",2023-01-21 20:39:34,@ICC_99 Outside or at the football game?,0,Twitter for iPhone,
wimerek,1586108566439890944,"Everett, WA",2023-01-21 20:32:51,"2022:  none
2021:

SF traded 
  • 2021 first round pick (#12) 
  • 2022 first round pick 
  • 2022 third round pick… https://t.co/iICL2xvzk2",0,Twitter Web App,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 20:29:53,"“I’m beyond excited to back the 1861 NIL Foundation,” Will Dissly said. “... These kids are gaining experience. The… https://t.co/4mIGG5hldO",0,Echobox,
Kayla,739916778176839680,"Seattle, WA",2023-01-21 20:28:25,@StillNico__ @Jackpot777888 @AnfieldEffect If you think actual information from people involved at high levels gets… https://t.co/Naxwgd3m3W,0,Twitter Web App,
Coach Kevin Jones,938888069289197568,Seattle Wa,2023-01-21 20:18:58,"@MattOverton_LS @WWU @WWUAthletics We all Love you appreciate you, and are rooting for you fam!

Bring Back WWU FOOTBALL @WWUAthletics",0,Twitter for iPhone,
fuck bokai,14199284,Seattle,2023-01-21 20:18:13,i want people 2 watch the football with but i can’t think of any football friends?,0,Twitter for iPhone,
KimSeattle,3430607772,Seattle ,2023-01-21 20:17:05,@GenuineRisk1 It wa raining and snowing a bit ago.  Now just rain &amp; winds.  Good day for football!,0,Twitter for iPhone,
BenitoBlanco,18397445,"South Seattle, WA ",2023-01-21 20:16:29,@meezy2fast @CoachJuice6 @PlayerProMorgan @TFordFSP @BrandonHuffman @RealMG96 @nate_robinson @isaiahthomas First ev… https://t.co/UOeQN6SGqp,0,Twitter for Android,
NG,1327211539577794566,"Seattle, WA",2023-01-21 20:13:22,@ScottHanson @NFL Honorable mention: Christmas Day football,0,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 20:08:28,"After the first of two offseason transfer portal windows closed Wednesday, @mikevorel looked at where Washington im… https://t.co/I9CdyhhuRg",1,Echobox,
KimSeattle,3430607772,Seattle ,2023-01-21 20:04:47,@KSeattleWeather Stay in!  Watch football!,0,Twitter for iPhone,
Spenser Davis,14326342,"Seattle, WA",2023-01-21 20:03:36,Make me forget about the worst football hire ever,0,Twitter for iPhone,
Paul Fabretti,153063,"Sammamish, WA",2023-01-21 20:03:28,@MenInBlazers There are far worse ways to spend a football Saturday!,0,Twitter for iPhone,
patrick james,933910774602350592,"Seattle, WA",2023-01-21 19:54:34,"@theleviedwards @MoveTheSticks Considering our QB is a hypothetical at this point, going OL is a solid choice but I… https://t.co/GP2eGNj2oE",0,Twitter for iPhone,
GLADIADOR,291760588,"Seattle, WA",2023-01-21 19:51:33,@Troll_Fotballl FAKE. This was the biggest robbery  in the football history.,0,Twitter for Android,
TracyDeMar,22446441,Seattle/Tacoma,2023-01-21 19:43:42,@DezBryant @personalcorner Soooo jealous of anyone who gets picked for this! I REALLY hope you picked at least ONE… https://t.co/BrpG5d1jUG,0,Twitter for iPhone,
Raj Shah,50546610,"Bellevue, WA",2023-01-21 19:34:43,"If FPL bonus points are anything to go by, @trippier2 is by far the best defender in the league. At this point Newc… https://t.co/Z15i7eu61I",0,Twitter for Android,
fuck bokai,14199284,Seattle,2023-01-21 19:33:13,who’s ready for WINTRY MIX FOOTBALL,0,Twitter for iPhone,
Mark C. Massey,2352551264,Tacoma WA,2023-01-21 19:31:02,"""If we take it all to its logical conclusion, this professionalization of college sports will slowly kill off colle… https://t.co/3PNJN5IIgk",0,Twitter for iPhone,
Martine Morris 💙,21385898,South London/Kent,2023-01-21 19:27:40,@_PeterVarney Agreed. No thought of the travelling fans. My 16yo  spent £40 of his own money to support the club he… https://t.co/bCdnVH8ppU,0,Twitter for Android,
AHA Washington,62637817,"Seattle, WA",2023-01-21 19:25:00,"Football fans! We've got your ""wing"" recipe right here. It's playoff time. 🏈 #healthyrecipe #WAHasHeart 
https://t.co/u8YW94LU1W",0,Sprinklr,
Jamie,291603335,"Barnehurst, Kent ",2023-01-21 19:22:59,What a day for live football...0-0 zzzzzz,0,Twitter Web App,
Athlete Intelligence,979177106,"Kirkland, WA",2023-01-21 19:08:14,"The impact we expect to have with every program 💪

Catch the full interview here 👇
https://t.co/BSgrYl1mS7
_… https://t.co/0WhK7JOqEm",0,HubSpot,
Will Jarvis,1092654852683878400,"Seattle, WA",2023-01-21 18:59:22,Hit 315 comfortably on bench after my 3x4 @JWilley3 @CoachSalle @CoachLeander @bbhs_football https://t.co/8uTrQ0pirp,1,Twitter for iPhone,
Callum Vurley,2201846690,Kent,2023-01-21 18:57:10,"John Terry: “I loved being in the away end with our fans today, as a player you head straight to the dressing room,… https://t.co/udRqLfShIa",0,Twitter for iPhone,
Lars,1588194508734623745,"Seattle, WA",2023-01-21 18:51:29,"@ClueHeywood @crawf34 The vax made me lose almost every parlay I placed this football season, wouldn’t wish this horror on anyone 😖",0,Twitter for iPhone,
Joe,760217653856366593,Kent,2023-01-21 18:48:18,@Domjefferies is going to eclipse everything Messi has ever done in football. Can’t convince me otherwise,0,Twitter for iPhone,
Washington Football,224511378,"Seattle, WA",2023-01-21 18:43:17,Good luck to our Pro Dawg @trent_mcduffie competing today in the NFL Divisional Round 🏈 https://t.co/SaOolKajww,19,Twitter for iPhone,
Jim Thrasher,125061251,"Gig Harbor, WA",2023-01-21 18:31:39,"We were flipping through channels and saw the TCU-KU basketball score.

The wife immediately blurts out ""Kansas is… https://t.co/3kfGNLQ3wI",0,Twitter for Android,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 18:29:28,"We are seven months from the most anticipated Pac-12 football season in ages. With rosters starting to take shape,… https://t.co/nuGLbHLdGa",5,Echobox,
Ant,856285412511236096,"Seattle, WA",2023-01-21 18:28:22,I guess a Hall of fame football player is a “Regular pedestrian” and Brooks is gonna be a pedestrian after his care… https://t.co/3wVz0INUTN,0,Twitter for iPhone,
Ant,856285412511236096,"Seattle, WA",2023-01-21 18:23:04,Great football and UFC tonight 🫶🏽,0,Twitter for iPhone,
EC_Pres Gil Picciotto,971468101328883712,"Bellevue, WA",2023-01-21 18:17:51,EC Football Saturday! #RollCru https://t.co/YKI8dH6LrI,1,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-21 18:16:17,"A year after sweeping Oregon State, Oregon, Colorado and WSU and closing an 11-2 season with a seven-game winning s… https://t.co/ttQVazIJtC",0,Echobox,
Will Agner,1577013085235163136,"Seattle, WA",2023-01-21 18:16:06,@AdvnturMischief I can’t decide which of the evil football teams I want to win between Dallas-Sf but I get hockey a… https://t.co/fg6LTUHtMo,0,Twitter for iPhone,
Dawg Sled,75328893,"Husky Stadium, Seattle, WA",2023-01-21 18:15:07,@iamdavidstonejr @UW_Football @CoachNokesDL Woof https://t.co/Dsc42Xntiw,0,Twitter for iPhone,
Levi Bouwkamp,785414966,"Seattle, WA",2023-01-21 18:11:33,@erikschlitt Interesting they had both Witherspoon and Kerby who had very little football experience in their secon… https://t.co/3g9UacKdP2,0,Twitter Web App,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-21 18:00:12,"According to Pro Football Focus, Seattle should re-sign QB Geno Smith and then look to target Commanders defensive… https://t.co/i7vNKSw7Ay",0,True Anthem,
Seattle Teacher’s Burner,1428669548027256832,"Seattle, WA",2023-01-21 17:52:24,@CheezieBreezie Are we still talking about football?,0,Twitter for iPhone,
C.P.,788587898,"Seattle, WA",2023-01-21 17:52:04,"Good lineup of football today, what’s everyone’s food play?",0,Twitter for iPhone,
Joatam C,834737233,"Federal Way, WA",2023-01-21 17:48:01,@AdamSchefter Irrelevant cuz He wont start anyways? Why pull out Purday if you make it to the NFCCG for someone who… https://t.co/eaMhjjvkU1,0,Twitter for iPhone,
Dan Raley,304967071,Seattle,2023-01-21 17:46:01,"Some thoughts on Sam Huard as he navigates the transfer portal.
https://t.co/uj4aioyCdm",0,Twitter Web App,
Dan Raley,915438553428922368,Seattle,2023-01-21 17:45:42,"Some thoughts on Sam Huard as he navigates the transfer portal.
https://t.co/UKOe7BQcTe",0,Twitter Web App,
Unconventionally Conventional,523333408,Somewhere near Seattle,2023-01-21 17:43:31,"@UberHansen I think the reality is in the modern NFL, QB interceptions are extremely low (particularly relative to… https://t.co/EpYSQzzm9F",0,Twitter Web App,
Jake Krivoshein,1215104100796260352,"Woodinville, WA",2023-01-21 17:39:43,"I’m proud to announce I’ve received an offer to continue my football career at University of Minnesota, Morris!… https://t.co/oqaFuku7hQ",5,Twitter for iPhone,
Nick Kendell 🏔,728707326,"Seattle, WA",2023-01-21 17:39:15,@AllbrightNFL But the drop off at QB this year is massive so if he’s there round 4/5 I wouldn’t be upset at the dar… https://t.co/oliJq0IK4J,0,Twitter for iPhone,
Doug Farrar ✍,20963461,"Seattle, WA",2023-01-21 17:39:08,One of the best things about playoff football is that the league tends to reward coaches who can do that! :) https://t.co/mrbyu5cClw,0,TweetDeck,
Jon Kingston (he/him),28406399,"Seattle, WA",2023-01-21 17:37:00,This is the football equivalent of the “good stretch” comment toward your dog. https://t.co/XvadygV40e,0,Twitter for iPhone,
A-A-Ron,2893536824,"Dash Point, WA",2023-01-21 17:34:49,@JayCuda Interesting that baseball stadiums seem to be much more often built into downtown.  In football the game i… https://t.co/xwo1VIxQvn,0,Twitter for iPhone,
🦁🍸🐈‍⬛Jane🐈‍⬛🍸🦁,21704042,Kent,2023-01-21 17:14:57,"@delitefuld70 Aw thats ok lovely,  am.glad you are ok. All good here just been at Ben's watching the football! xx",0,Twitter for Android,
Andrew,2365812603,kent,2023-01-21 17:14:53,@BradGalinson Brad it's all down to you thank you we have our football club back,0,Twitter for Android,
Paul Redman,14464231,"Seattle, WA",2023-01-21 17:10:11,"Happy divisional round Saturday for mans, and there’s a sausage Patty lurking. He’s in the 5th but middle school ha… https://t.co/XeoDVvDq7D",0,Twitter for iPhone,
ƃɐɔ uıʌəp,254202648,"Seattle, WA",2023-01-21 17:03:49,@DadGangCo Got some fam in town meeting the new twins! Just finished redoing the dining room and gettin ready for f… https://t.co/xLb8t3KenB,0,Twitter for iPhone,
Seattle Dissidence 🏈 🇵🇷+🇲🇽,982456653818740736,"Seattle, WA",2023-01-21 16:55:02,"Wild Card wknd is an awesome stretch of usually okay to pretty good games

We saw some good ones this year

Divisio… https://t.co/PwFWmZEvVp",0,Twitter for iPhone,
Neil by Blue Tick,427282962,Redmond WA,2023-01-21 16:54:44,"We lost again. This is reckless, aimless football #SaintsFC",0,Twitter Web App,
End of Days Radio🐬🦚,14246913,Seattle ,2023-01-21 16:50:09,I remember when fitting in meant joining the football team and sitting with the cool kids during lunch. Now it mean… https://t.co/ONWn4o8hl2,8,Twitter for iPhone,
JBS_Seattle,275904653,Seattle,2023-01-21 16:48:12,"@PeterDClack Humans are releasing the CO2 trapped underground during the Cretaceous period, returning the atmospher… https://t.co/mRBBudOM3x",0,Twitter for iPhone,
WillyWil,1372796611466694657,"Seattle, WA",2023-01-21 16:48:12,@PowerTripReport @bigplay24slay He’s a giant from a country that basically plays football with no pads (rugby) whil… https://t.co/EC92IQBbzb,0,Twitter for iPhone,
Bill Thomas,1216566470,"Auburn, Washington",2023-01-21 16:33:36,@PartainMarci Thank you Marci! Enjoy your football Saturday! ❤️🤗🌸🌺🏈,0,Twitter for iPhone,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-21 16:31:54,@Klondike_White Pete &amp; John are compulsive gamblers. They love the action. Sitting out the trade game last year kil… https://t.co/xgvYzSG1qr,0,Twitter for Android,
Chris Talamaivao,1540654954976645121,"Lake Forest, CA",2023-01-21 16:27:10,Them @giant_skillz boys at @UW_Football . In town for our Pylon 5v5 tournament!! https://t.co/bKhgC9Cbit,8,Twitter for iPhone,
Brendan,1062839936028618752,Tacoma,2023-01-21 16:25:19,"@DerekMYoung This article is a decade old, but I still think about it.
https://t.co/SQqpJhFTfE",0,Twitter Web App,
Kevin Kraxberger,34630361,Lake Stevens,2023-01-21 16:23:46,@CaddieNetwork @FredVR_ Strength and Conditioning coach for  Oregon Ducks football team,0,Twitter for iPhone,
Benjamin Watts,249126530,Kent,2023-01-21 16:04:32,"“Steve Evans making route one football sexy again” - @1AaronPaul, 2023.",0,Twitter for iPhone,
Gemma Doucy,235175192,Kent,2023-01-21 16:03:40,Whenever I hear #Rotherham in the football scores… https://t.co/LzCTGlSAQT,0,Twitter for iPhone,
Brian Nemhauser,66154578,"Bellevue, WA",2023-01-21 16:02:30,The love for Drew Lock that exists in parts of the Seahawks fan base makes zero sense. He’s a walking turnover and… https://t.co/DADlgLjhJR,16,Twitter for iPhone,
Ian Smith,2407933921,Kent,2023-01-21 15:54:47,@GillsInTheBlood @DavidTutonda Four goals in the past three halves of football is insane compared to the previous 2… https://t.co/LWKqG0B2Gu,1,Twitter for Android,
BS,44833309,"Seattle, WA",2023-01-21 15:48:11,@louisemcsharry @clhubes Nothing like the football carry with a full belly 🤣,0,Twitter for Android,
ZachaRyan,130246864,"Bremerton, WA",2023-01-21 15:43:30,"Jacksonville and New York today. 

Buffalo and Dallas tomorrow. 

Thanks football 🏈 gods.",0,Twitter for iPhone,
rain ⚔️ TITAN TF UP,1071853347689431042,"Seattle, WA",2023-01-21 15:31:30,"@50shadesofsteez @AdamSchefter my brother in christ there is no helping you LMFAOOO 

i wasn’t talking about your p… https://t.co/CVayXuT4Mi",0,Twitter for iPhone,
Gary (Gills Stats),52416129,Kent,2023-01-21 15:18:30,"The Gills have won their last 2 visits to Colchester, both in the Football League Trophy.

In the league, the Gills… https://t.co/8VChXxPX5M",0,TweetDeck,
Mark,1205856996949450752,Kent ,2023-01-21 15:17:21,Set up not to loose the game slow boring football #WHUEVE #coyi #moyesout,0,Twitter for Android,
dunc,609259675,kent,2023-01-21 14:47:04,@Football__Tweet I thought he looked pretty good I was quite impressed,0,Twitter for iPhone,
Chris,55322508,The County of Kent,2023-01-21 14:38:04,@njny Especially after watching that game of football,0,TweetDeck,
Emily Sherwin 🦋,66723572,Good old Sussex by the sea,2023-01-21 14:33:20,Well that was a game of football urgh,0,Twitter for iPhone,
AK Gooners,1675160323,"Lynnwood, WA",2023-01-21 14:32:05,@Football__Tweet Hahaha he played 20 minutes and suddenly everybody is a paranormal. Calm down he will be not more than grealish.,0,Twitter for iPhone,
yona girl,865186645779337216,under the sea,2023-01-21 14:28:18,if i see one more thing about fruity and the football player ima scream,0,Twitter for iPhone,
MK63 💙🇬🇧CFC⭐⭐,312822503,Kent,2023-01-21 14:28:06,@Football__Tweet 🔥🇺🇦considering he aint played since November going to be a cracking player 👏💙,0,Twitter for Android,
Jay,774337249,The Sea,2023-01-21 14:19:43,"@arielhelwani @NFFC Like how you turn British during football games, evident with the use of the letter 'e' at the end of 'shit'.",0,Twitter for Android,
nia‎,834386732145582081,SEA ,2023-01-21 14:19:07,I want to draw one of these football men pls give me suggestions,0,Twitter for Android,
sylvi,82036734,"Seattle, WA",2023-01-21 14:14:59,this is such a shit football. the battle who's worse,0,Twitter for iPhone,
PICKETT PRIDE! ✊🏽,1536647767,In a pineapple under the sea,2023-01-21 14:04:08,@CardPurchaser Buying a Nintendo Switch &amp; watching playoff football 🏈,0,Twitter for iPhone,
nia‎,834386732145582081,SEA ,2023-01-21 13:56:39,like THAT is football right there... CHELSEA TAKE NOTES FROM UR LOANED PLAYERSSS I BEG https://t.co/dHGKc8kKiL,0,Twitter for Android,
Martha Ella 👩🏼‍🦽👩🏼‍🦼,490605377,Kent,2023-01-21 13:51:38,"@Felstedboy Hello Andy, hope you enjoy some football today..did this photo of the woofers this morning. They have t… https://t.co/cuSB1MiKlb",0,Twitter for iPad,
Bill Thomas,1216566470,"Auburn, Washington",2023-01-21 13:45:35,@Tellen05 Good morning T! Happy Saturday! Big football weekend! Hope you have a great day and enjoy the games! ❤️☕️… https://t.co/CLI10XV6W3,0,Twitter for iPhone,
tom martin,197034681,Kent,2023-01-21 13:30:04,@nonewthing If you’re so clever why you sitting at home on twitter not actually working in football 😂,0,Twitter for iPhone,
NickyNuBoxing,1471911922480132096,Kent,2023-01-21 13:27:17,"At 3000 fans, we can compete with influencer boxing &amp; football discreetly, IF the media lives up to expectations. https://t.co/bW4G5wsmqc",0,Twitter for Mac,
BBC Sport Kent,394774694,Kent,2023-01-21 13:19:24,"FOOTBALL Gilllingham travel to Colchester United in League Two hoping for their first away win this season.

⏰ All… https://t.co/WYlYchMZ9B",1,Twitter Web App,
Darren,1251624330,Berm On Sea,2023-01-21 13:17:36,@lauralouisewall @jelliot03 😂😂 I got ask once from a gang of Scottish football fans . Is that your proper cockney v… https://t.co/6hJh5RWzJY,0,Twitter for iPhone,
Damien Hopkins,147688268,Kent,2023-01-21 13:16:34,"Every football season it’s the same. Barely any midweek games August - October, loads of postponements Nov - Feb, s… https://t.co/O82tPE4SPi",0,Twitter for iPhone,
Cameron Anderson 🔥,274417195,"Seattle, WA",2023-01-21 13:14:32,Today is my first 7:15 NFL football game in a long long time,0,Twitter for iPhone,
Ian,2452055469,Kent ,2023-01-21 13:00:04,@GunnerLoulou Those slagging them off haven’t a clue about football Lou 🙄 they think they do but reality is they’re… https://t.co/KIhvnObwno,0,Twitter for iPhone,
BBC Sport Kent,394774694,Kent,2023-01-21 12:33:25,"SPORTS HUB commentaries from 2pm:

⚽️@ColU_Official v @TheGillsFC 
📻 96.7/104.2FM &amp; BBC Radio Kent DAB

⚽️… https://t.co/gECgO9y3DD",1,Twitter Web App,
Lorna Walter🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺 🇺🇦,28611763,Kent ,2023-01-21 12:20:15,I’m on a train to London full of football supporters &amp; there’s an overwhelming aroma of Lynx mixed with beer &amp; its only 12.20!,0,Twitter for iPhone,
Anthony on the #Gold,1368344084109127684,"Seattle, WA",2023-01-21 11:59:35,@newswithchris It's American football,0,Twitter for Android,
Steve Phythian 🇺🇦,53182545,Good Old Sussex By The Sea,2023-01-21 11:30:49,"@Football_BWDFL @farmra Not by me, although, at open age a GK probably is helped by being tall.",0,Twitter for Android,
NickyNuBoxing,1471911922480132096,Kent,2023-01-21 10:49:16,@leathemsaan1892 @2Sharp_d Good point…. But then we play football - they don’t ‘play’ boxing as the pros say.,0,Twitter for Mac,
Mark Jeffery,293111356,Kent,2023-01-21 10:30:09,"@StePurpleHeart You could have stopped at, ""try following a football club"", to be honest 🤣",0,Twitter for Android,
Tom Mitchell,18644987,Kent,2023-01-21 10:25:36,“Football” https://t.co/LCOuYyEKNw,0,Twitter for iPhone,
OlaRay,94980946,Kent,2023-01-21 09:27:18,"@DarrenBent https://t.co/fuiyEWmbb3

Arsenal fans can never change",0,Twitter for Android,
OlaRay,94980946,Kent,2023-01-21 09:24:37,"@ConnCFC https://t.co/fuiyEWmJ0B

History repeating itself",0,Twitter for Android,
OlaRay,94980946,Kent,2023-01-21 09:23:09,"@KaymoTsebe95 @ConnCFC https://t.co/fuiyEWmbb3

History is repeating itself",0,Twitter for Android,
Bromley Sports Club,497891235,Bromley Kent,2023-01-21 09:22:36,"ITS A BIG DOUBLE HEADER OF FOOTBALL TODAY!! 😍

12:30pm - Liverpool vs Chelsea
5:30pm - Crystal Palace vs Newcastle… https://t.co/feRScHwfRT",0,Twitter Web App,
SUFFERING sports fan ✡️,1119823289512120321,City of Champions➡️Dawg Pack,2023-01-21 08:33:26,@DSO_Football Agreed. So are tranquill and Pipkins,0,Twitter for iPhone,
C. Styles,36494999,"SeaTac, WA",2023-01-21 08:19:18,really thought i was gonna go out in new york city on a friday night and then wake up at 6:30 saturday morning to w… https://t.co/4v3BFkhswz,0,Twitter for iPhone,
Craig Bigby,1453397293802082311,"Lynnwood, WA",2023-01-21 08:04:06,"@xWCGSxGENOCIDEx @JHopkinsSD Yeah, that’s a good point.  I just don’t know if he actually coaches well.  In 35 year… https://t.co/kiPojJfibY",0,Twitter for iPhone,
Prim ☻,1422700643068747781,"Seattle, WA",2023-01-21 07:44:09,@Pman4687 @JR_Hussel @TheDon0112 @ShaiDay23 @espn Shannan is damn near 50-60 lmaooo he’s off that Hennessy and ciga… https://t.co/ZqOuMGNxRs,0,Twitter for iPhone,
Josh,1397208912,Seattle,2023-01-21 07:10:54,@Dynasty_Nick @ZKantzFF Not even close. He just had one of the worst pass blocking lines in football and no run game.,0,Twitter Web App,
Micah Chen,329482371,"Seattle, WA",2023-01-21 06:55:19,@whatcomhoops In basketball there are so many moving parts; we’ve seen some state title teams form overnight. This… https://t.co/rGG98Tjs38,0,Twitter for iPhone,
Michael Curran,1519818543058997248,"Tacoma, WA",2023-01-21 06:54:36,"@sam_d_1995 Their gas is much more expensive, and soccer is the favored sport. If you like it so much,  move there.… https://t.co/1IL7A2sy7y",0,Twitter Web App,
Jackson Wolf Pincus 🏳️‍🌈✡️,419817522,"Seattle, WA",2023-01-21 06:47:39,"@IcarusRushmore @JJ_McCullough If I come back to this tomorrow morning I might disagree with myself, but I believe… https://t.co/K8GrFouPfJ",0,Twitter for iPhone,
Peace Day! Resist Ants!,935255365167472640,"Seattle, WA",2023-01-21 06:26:19,@RiffRaf979 @EdgeofSports @dannykanell The rest of his work? Do you mean the homophobia or the bad football analysis?,0,Twitter for iPhone,
Daniel Jerome,1024109097124126720,"Tukwila, WA",2023-01-21 06:23:07,"@FootbaIl_Tweets So basically they just playing street football but just on the turf 🤔😂 we did this as kids on concrete, grass/mud",0,Twitter for iPhone,
Nikki Red,1198793098085781506,Under the Sea,2023-01-21 06:21:19,@SpookiLord He’s giving football dad vibes,0,Twitter for iPhone,
SEA,1110341959002939392,"Kingston, Washington, USA",2023-01-21 06:19:14,"@1WhiteRabbitt @NoBSNoPolitics Capitalism can be thought of as football. With no rules, it just becomes alley rugby… https://t.co/SLzpSeGkow",0,Twitter for iPhone,
Mr. Colombus,357596961,"Seattle, WA",2023-01-21 06:19:06,Jesse needs to focus on his football. https://t.co/iLMGmuJJVH,0,Twitter for iPhone,
Kyle Eggenberger,346283503,"Auburn, WA",2023-01-21 06:13:54,Good lord…rewatching the 92’ Rose Bowl game and I don’t know if there’s been a more dominant/well rounded defense… https://t.co/JV7DTMdd4F,0,Twitter for iPhone,
Eric Berlin,973681,"Seattle, WA",2023-01-21 06:11:12,"@RexChapman Sigh... until about 48 hours ago, what I knew of Dungy was that he was a successful NFL coach and is a… https://t.co/E9zfhDCc3S",1,Twitter Web App,
